Year,Month,DayofMonth,UniqueCarrier,Cancelled,AllFlights
2004,12,29,MQ,62,1437
2004,12,29,NW,2,1416
2004,12,29,OH,17,1095
2004,12,29,OO,48,1386
2004,12,29,TZ,0,196
2004,12,29,UA,52,1455
2004,12,29,US,2,1227
2004,12,29,WN,18,2904
2004,12,29,XE,1,1165
2004,12,30,AA,13,1954
2004,12,30,AS,6,444
2004,12,30,B6,0,293
2004,12,30,CO,1,950
2004,12,30,DH,7,576
2004,12,30,DL,11,1881
2004,12,30,EV,13,785
2004,12,30,FL,0,498
2004,12,30,HA,0,125
2004,12,30,HP,15,545
2004,12,30,MQ,95,1444
2004,12,30,NW,13,1416
2004,12,30,OH,21,1095
2004,12,30,OO,82,1386
2004,12,30,TZ,0,204
2004,12,30,UA,66,1454
2004,12,30,US,0,1227
2004,12,30,WN,29,2894
2004,12,30,XE,3,1175
2004,12,31,AA,8,1844
2004,12,31,AS,11,443
2004,12,31,B6,0,292
2004,12,31,CO,4,651
2004,12,31,DH,3,420
2004,12,31,DL,8,1811
2004,12,31,EV,9,779
2004,12,31,FL,0,454
2004,12,31,HA,1,135
2004,12,31,HP,15,497
2004,12,31,MQ,10,1213
2004,12,31,NW,5,1360
2004,12,31,OH,12,1087
2004,12,31,OO,41,1217
2004,12,31,TZ,0,157
2004,12,31,UA,37,1332
2004,12,31,US,1,1128
2004,12,31,WN,15,2596
2004,12,31,XE,0,695
2005,1,1,AA,7,1695
2005,1,1,AS,7,426
2005,1,1,B6,0,296
2005,1,1,CO,0,642
2005,1,1,DH,0,405
2005,1,1,DL,2,1582
2005,1,1,EV,12,789
2005,1,1,FL,1,472
2005,1,1,HA,2,135
2005,1,1,HP,1,506
2005,1,1,MQ,29,1144
2005,1,1,NW,51,1276
2005,1,1,OH,20,1006
2005,1,1,OO,29,1247
2005,1,1,TZ,0,127
2005,1,1,UA,36,1425
2005,1,1,US,6,971
2005,1,1,WN,9,2561
2005,1,1,XE,0,600
2005,1,2,AA,6,1876
2005,1,2,AS,7,429
2005,1,2,B6,0,301
2005,1,2,CO,0,894
2005,1,2,DH,9,567
2005,1,2,DL,2,1855
2005,1,2,EV,10,828
2005,1,2,FL,0,498
2005,1,2,HA,0,127
2005,1,2,HP,10,539
2005,1,2,MQ,48,1349
2005,1,2,NW,13,1352
2005,1,2,OH,12,1065
2005,1,2,OO,49,1360
2005,1,2,TZ,0,196
2005,1,2,UA,8,1458
2005,1,2,US,4,1187
2005,1,2,WN,5,2854
2005,1,2,XE,1,1010
2005,1,3,AA,25,1958
2005,1,3,AS,1,438
2005,1,3,B6,0,295
2005,1,3,CO,1,918
2005,1,3,DH,2,575
2005,1,3,DL,6,1920
2005,1,3,EV,12,834
2005,1,3,FL,2,488
2005,1,3,HA,0,125
2005,1,3,HP,21,545
2005,1,3,MQ,91,1437
2005,1,3,NW,12,1376
2005,1,3,OH,11,1087
2005,1,3,OO,96,1384
2005,1,3,TZ,0,210
2005,1,3,UA,10,1467
2005,1,3,US,5,1274
2005,1,3,WN,35,2904
2005,1,3,XE,0,1161
2005,1,4,AA,47,1953
2005,1,4,AS,14,437
2005,1,4,B6,0,292
2005,1,4,CO,1,710
2005,1,4,DH,10,566
2005,1,4,DL,18,1914
2005,1,4,EV,37,831
2005,1,4,FL,6,486
2005,1,4,HA,0,125
2005,1,4,HP,19,546
2005,1,4,MQ,131,1433
2005,1,4,NW,21,1324
2005,1,4,OH,26,1085
2005,1,4,OO,100,1369
2005,1,4,TZ,0,200
2005,1,4,UA,18,1459
2005,1,4,US,25,1274
2005,1,4,WN,100,2904
2005,1,4,XE,16,947
2005,1,5,AA,240,1950
2005,1,5,AS,10,431
2005,1,5,B6,0,282
2005,1,5,CO,35,716
2005,1,5,DH,47,564
2005,1,5,DL,100,1907
2005,1,5,EV,42,833
2005,1,5,FL,22,488
2005,1,5,HA,0,125
2005,1,5,HP,12,522
2005,1,5,MQ,306,1436
2005,1,5,NW,56,1329
2005,1,5,OH,88,1082
2005,1,5,OO,124,1372
2005,1,5,TZ,15,188
2005,1,5,UA,163,1439
2005,1,5,US,59,1274
2005,1,5,WN,70,2904
2005,1,5,XE,84,960
2005,1,6,AA,113,1955
2005,1,6,AS,8,438
2005,1,6,B6,1,269
2005,1,6,CO,12,798
2005,1,6,DH,32,534
2005,1,6,DL,64,1915
2005,1,6,EV,47,830
2005,1,6,FL,7,488
2005,1,6,HA,0,125
2005,1,6,HP,5,531
2005,1,6,MQ,242,1443
2005,1,6,NW,42,1337
2005,1,6,OH,48,1087
2005,1,6,OO,23,1361
2005,1,6,TZ,3,194
2005,1,6,UA,42,1361
2005,1,6,US,63,1274
2005,1,6,WN,51,2904
2005,1,6,XE,83,1101
2005,1,7,AA,33,1958
2005,1,7,AS,14,438
2005,1,7,B6,0,270
2005,1,7,CO,0,793
2005,1,7,DH,30,564
2005,1,7,DL,33,1919
2005,1,7,EV,19,827
2005,1,7,FL,7,491
2005,1,7,HA,0,135
2005,1,7,HP,42,535
2005,1,7,MQ,50,1442
2005,1,7,NW,7,1339
2005,1,7,OH,10,1087
2005,1,7,OO,121,1356
2005,1,7,TZ,2,197
2005,1,7,UA,17,1361
2005,1,7,US,13,1274
2005,1,7,WN,82,2904
2005,1,7,XE,4,1106
2005,1,8,AA,32,1717
2005,1,8,AS,20,421
2005,1,8,B6,0,267
2005,1,8,CO,1,612
2005,1,8,DH,12,516
2005,1,8,DL,23,1718
2005,1,8,EV,29,795
2005,1,8,FL,2,475
2005,1,8,HA,0,135
2005,1,8,HP,27,499
2005,1,8,MQ,40,1165
2005,1,8,NW,10,1183
2005,1,8,OH,16,1055
2005,1,8,OO,118,1201
2005,1,8,TZ,0,135
2005,1,8,UA,14,1226
2005,1,8,US,17,1045
2005,1,8,WN,40,2148
2005,1,8,XE,5,670
2005,1,9,AA,33,1854
2005,1,9,AS,9,413
2005,1,9,B6,0,266
2005,1,9,CO,0,745
2005,1,9,DH,27,556
2005,1,9,DL,21,1869
2005,1,9,EV,33,820
2005,1,9,FL,2,487
2005,1,9,HA,2,127
2005,1,9,HP,3,528
2005,1,9,MQ,40,1351
2005,1,9,NW,9,1270
2005,1,9,OH,12,1062
2005,1,9,OO,70,1306
2005,1,9,TZ,0,184
2005,1,9,UA,5,1287
2005,1,9,US,14,1204
2005,1,9,WN,15,2683
2005,1,9,XE,7,923
2005,1,10,AA,28,1889
2005,1,10,AS,9,428
2005,1,10,B6,0,270
2005,1,10,CO,1,797
2005,1,10,DH,16,564
2005,1,10,DL,21,1916
2005,1,10,EV,60,822
2005,1,10,FL,6,483
2005,1,10,HA,0,123
2005,1,10,HP,7,525
2005,1,10,MQ,77,1447
2005,1,10,NW,14,1338
2005,1,10,OH,9,1086
2005,1,10,OO,70,1357
2005,1,10,TZ,0,175
2005,1,10,UA,8,1361
2005,1,10,US,18,1267
2005,1,10,WN,46,2904
2005,1,10,XE,8,1106
2005,1,11,AA,56,1894
2005,1,11,AS,7,432
2005,1,11,B6,0,270
2005,1,11,CO,3,701
2005,1,11,DH,39,564
2005,1,11,DL,41,1893
2005,1,11,EV,20,817
2005,1,11,FL,5,474
2005,1,11,HA,0,123
2005,1,11,HP,7,521
2005,1,11,MQ,90,1443
2005,1,11,NW,12,1328
2005,1,11,OH,21,1084
2005,1,11,OO,97,1356
2005,1,11,TZ,0,167
2005,1,11,UA,26,1361
2005,1,11,US,28,1230
2005,1,11,WN,29,2904
2005,1,11,XE,21,951
2005,1,12,AA,160,1892
2005,1,12,AS,17,423
2005,1,12,B6,0,270
2005,1,12,CO,1,708
2005,1,12,DH,70,564
2005,1,12,DL,26,1883
2005,1,12,EV,43,817
2005,1,12,FL,7,475
2005,1,12,HA,0,123
2005,1,12,HP,13,521
2005,1,12,MQ,187,1443
2005,1,12,NW,55,1328
2005,1,12,OH,48,1087
2005,1,12,OO,81,1359
2005,1,12,TZ,18,164
2005,1,12,UA,62,1361
2005,1,12,US,49,1234
2005,1,12,WN,87,2904
2005,1,12,XE,39,960
2005,1,13,AA,79,1897
2005,1,13,AS,9,430
2005,1,13,B6,0,270
2005,1,13,CO,15,793
2005,1,13,DH,165,564
2005,1,13,DL,99,1909
2005,1,13,EV,91,797
2005,1,13,FL,21,478
2005,1,13,HA,0,123
2005,1,13,HP,13,531
2005,1,13,MQ,230,1446
2005,1,13,NW,46,1336
2005,1,13,OH,152,1087
2005,1,13,OO,26,1364
2005,1,13,TZ,9,172
2005,1,13,UA,43,1361
2005,1,13,US,91,1257
2005,1,13,WN,44,2904
2005,1,13,XE,98,1106
2005,1,14,AA,12,1900
2005,1,14,AS,11,430
2005,1,14,B6,0,270
2005,1,14,CO,2,793
2005,1,14,DH,36,565
2005,1,14,DL,30,1910
2005,1,14,EV,25,791
2005,1,14,FL,2,480
2005,1,14,HA,0,133
2005,1,14,HP,4,535
2005,1,14,MQ,94,1452
2005,1,14,NW,9,1337
2005,1,14,OH,58,1089
2005,1,14,OO,17,1364
2005,1,14,TZ,2,176
2005,1,14,UA,11,1361
2005,1,14,US,23,1268
2005,1,14,WN,18,2904
2005,1,14,XE,8,1108
2005,1,15,AA,6,1662
2005,1,15,AS,60,414
2005,1,15,B6,0,267
2005,1,15,CO,1,604
2005,1,15,DH,14,501
2005,1,15,DL,12,1717
2005,1,15,EV,12,765
2005,1,15,FL,0,470
2005,1,15,HA,0,131
2005,1,15,HP,18,497
2005,1,15,MQ,26,1181
2005,1,15,NW,6,1182
2005,1,15,OH,48,1059
2005,1,15,OO,72,1208
2005,1,15,TZ,0,124
2005,1,15,UA,18,1213
2005,1,15,US,10,1040
2005,1,15,WN,10,2115
2005,1,15,XE,2,676
2005,1,16,AA,16,1819
2005,1,16,AS,22,410
2005,1,16,B6,0,267
2005,1,16,CO,0,742
2005,1,16,DH,22,532
2005,1,16,DL,22,1846
2005,1,16,EV,14,792
2005,1,16,FL,1,479
2005,1,16,HA,0,125
2005,1,16,HP,9,529
2005,1,16,MQ,40,1371
2005,1,16,NW,5,1267
2005,1,16,OH,62,1063
2005,1,16,OO,36,1319
2005,1,16,TZ,2,164
2005,1,16,UA,4,1268
2005,1,16,US,10,1196
2005,1,16,WN,30,2660
2005,1,16,XE,2,926
2005,1,17,AA,28,1894
2005,1,17,AS,10,424
2005,1,17,B6,0,270
2005,1,17,CO,0,797
2005,1,17,DH,10,554
2005,1,17,DL,31,1898
2005,1,17,EV,12,800
2005,1,17,FL,1,478
2005,1,17,HA,2,123
2005,1,17,HP,9,525
2005,1,17,MQ,55,1448
2005,1,17,NW,5,1336
2005,1,17,OH,44,1087
2005,1,17,OO,33,1371
2005,1,17,TZ,1,177
2005,1,17,UA,8,1343
2005,1,17,US,13,1262
2005,1,17,WN,55,2908
2005,1,17,XE,20,1109
2005,1,18,AA,13,1895
2005,1,18,AS,11,428
2005,1,18,B6,0,270
2005,1,18,CO,0,700
2005,1,18,DH,25,533
2005,1,18,DL,49,1914
2005,1,18,EV,8,798
2005,1,18,FL,0,474
2005,1,18,HA,0,123
2005,1,18,HP,8,521
2005,1,18,MQ,55,1442
2005,1,18,NW,6,1326
2005,1,18,OH,64,1083
2005,1,18,OO,54,1364
2005,1,18,TZ,1,171
2005,1,18,UA,7,1343
2005,1,18,US,14,1235
2005,1,18,WN,30,2908
2005,1,18,XE,0,956
2005,1,19,AA,38,1894
2005,1,19,AS,16,423
2005,1,19,B6,0,270
2005,1,19,CO,7,712
2005,1,19,DH,56,530
2005,1,19,DL,42,1909
2005,1,19,EV,13,800
2005,1,19,FL,5,475
2005,1,19,HA,0,123
2005,1,19,HP,9,521
2005,1,19,MQ,107,1442
2005,1,19,NW,17,1327
2005,1,19,OH,57,1087
2005,1,19,OO,52,1365
2005,1,19,TZ,3,164
2005,1,19,UA,40,1343
2005,1,19,US,96,1234
2005,1,19,WN,77,2908
2005,1,19,XE,12,956
2005,1,20,AA,59,1896
2005,1,20,AS,12,430
2005,1,20,B6,0,270
2005,1,20,CO,1,791
2005,1,20,DH,13,531
2005,1,20,DL,48,1912
2005,1,20,EV,34,799
2005,1,20,FL,0,478
2005,1,20,HA,0,123
2005,1,20,HP,20,531
2005,1,20,MQ,89,1446
2005,1,20,NW,9,1337
2005,1,20,OH,168,1086
2005,1,20,OO,291,1388
2005,1,20,TZ,2,168
2005,1,20,UA,27,1343
2005,1,20,US,26,1257
2005,1,20,WN,63,2910
2005,1,20,XE,9,1106
2005,1,21,AA,58,1900
2005,1,21,AS,3,430
2005,1,21,B6,0,270
2005,1,21,CO,1,791
2005,1,21,DH,14,516
2005,1,21,DL,35,1919
2005,1,21,EV,21,795
2005,1,21,FL,7,481
2005,1,21,HA,2,133
2005,1,21,HP,18,535
2005,1,21,MQ,85,1450
2005,1,21,NW,37,1337
2005,1,21,OH,110,1087
2005,1,21,OO,188,1375
2005,1,21,TZ,24,176
2005,1,21,UA,59,1343
2005,1,21,US,17,1263
2005,1,21,WN,70,2913
2005,1,21,XE,1,1108
2005,1,22,AA,402,1661
2005,1,22,AS,17,412
2005,1,22,B6,113,267
2005,1,22,CO,62,604
2005,1,22,DH,224,471
2005,1,22,DL,315,1718
2005,1,22,EV,131,769
2005,1,22,FL,100,471
2005,1,22,HA,0,133
2005,1,22,HP,71,498
2005,1,22,MQ,345,1178
2005,1,22,NW,256,1182
2005,1,22,OH,366,1061
2005,1,22,OO,136,1209
2005,1,22,TZ,10,124
2005,1,22,UA,286,1208
2005,1,22,US,328,1033
2005,1,22,WN,244,2260
2005,1,22,XE,160,673
2005,1,23,AA,357,1818
2005,1,23,AS,14,408
2005,1,23,B6,91,267
2005,1,23,CO,120,741
2005,1,23,DH,162,510
2005,1,23,DL,372,1869
2005,1,23,EV,33,785
2005,1,23,FL,50,479
2005,1,23,HA,0,125
2005,1,23,HP,39,529
2005,1,23,MQ,245,1371
2005,1,23,NW,110,1267
2005,1,23,OH,273,1063
2005,1,23,OO,46,1320
2005,1,23,TZ,7,163
2005,1,23,UA,165,1274
2005,1,23,US,445,1198
2005,1,23,WN,247,2660
2005,1,23,XE,219,926
2005,1,24,AA,86,1896
2005,1,24,AS,10,422
2005,1,24,B6,26,270
2005,1,24,CO,16,794
2005,1,24,DH,27,506
2005,1,24,DL,76,1920
2005,1,24,EV,18,795
2005,1,24,FL,6,476
2005,1,24,HA,2,123
2005,1,24,HP,10,525
2005,1,24,MQ,125,1447
2005,1,24,NW,12,1330
2005,1,24,OH,58,1087
2005,1,24,OO,62,1380
2005,1,24,TZ,1,176
2005,1,24,UA,28,1345
2005,1,24,US,177,1262
2005,1,24,WN,105,2908
2005,1,24,XE,20,1107
2005,1,25,AA,38,1895
2005,1,25,AS,29,426
2005,1,25,B6,0,270
2005,1,25,CO,0,699
2005,1,25,DH,1,470
2005,1,25,DL,24,1919
2005,1,25,EV,8,793
2005,1,25,FL,2,474
2005,1,25,HA,2,122
2005,1,25,HP,1,521
2005,1,25,MQ,13,1444
2005,1,25,NW,4,1320
2005,1,25,OH,35,1082
2005,1,25,OO,20,1364
2005,1,25,TZ,0,171
2005,1,25,UA,14,1345
2005,1,25,US,44,1228
2005,1,25,WN,32,2908
2005,1,25,XE,2,955
2005,1,26,AA,81,1893
2005,1,26,AS,11,421
2005,1,26,B6,2,270
2005,1,26,CO,21,709
2005,1,26,DH,17,478
2005,1,26,DL,68,1914
2005,1,26,EV,8,791
2005,1,26,FL,23,473
2005,1,26,HA,0,123
2005,1,26,HP,25,521
2005,1,26,MQ,74,1442
2005,1,26,NW,13,1320
2005,1,26,OH,80,1082
2005,1,26,OO,18,1368
2005,1,26,TZ,5,164
2005,1,26,UA,17,1345
2005,1,26,US,70,1234
2005,1,26,WN,60,2908
2005,1,26,XE,14,956
2005,1,27,AA,18,1896
2005,1,27,AS,9,424
2005,1,27,B6,0,270
2005,1,27,CO,2,794
2005,1,27,DH,4,512
2005,1,27,DL,32,1916
2005,1,27,EV,12,788
2005,1,27,FL,1,478
2005,1,27,HA,2,123
2005,1,27,HP,6,531
2005,1,27,MQ,50,1447
2005,1,27,NW,7,1330
2005,1,27,OH,26,1085
2005,1,27,OO,15,1376
2005,1,27,TZ,2,168
2005,1,27,UA,4,1349
2005,1,27,US,14,1259
2005,1,27,WN,29,2910
2005,1,27,XE,2,1108
2005,1,28,AA,18,1901
2005,1,28,AS,9,428
2005,1,28,B6,0,270
2005,1,28,CO,1,797
2005,1,28,DH,6,520
2005,1,28,DL,164,1919
2005,1,28,EV,76,788
2005,1,28,FL,30,481
2005,1,28,HA,4,133
2005,1,28,HP,5,535
2005,1,28,MQ,51,1452
2005,1,28,NW,5,1336
2005,1,28,OH,62,1088
2005,1,28,OO,27,1378
2005,1,28,TZ,1,176
2005,1,28,UA,1,1349
2005,1,28,US,7,1265
2005,1,28,WN,29,2913
2005,1,28,XE,0,1106
2005,1,29,AA,79,1663
2005,1,29,AS,9,410
2005,1,29,B6,0,267
2005,1,29,CO,14,607
2005,1,29,DH,27,452
2005,1,29,DL,1042,1718
2005,1,29,EV,599,761
2005,1,29,FL,230,471
2005,1,29,HA,0,133
2005,1,29,HP,9,499
2005,1,29,MQ,43,1181
2005,1,29,NW,33,1183
2005,1,29,OH,254,1061
2005,1,29,OO,22,1211
2005,1,29,TZ,1,124
2005,1,29,UA,29,1213
2005,1,29,US,85,1040
2005,1,29,WN,30,2260
2005,1,29,XE,8,677
2005,1,30,AA,39,1818
2005,1,30,AS,3,408
2005,1,30,B6,0,267
2005,1,30,CO,0,744
2005,1,30,DH,45,504
2005,1,30,DL,458,1839
2005,1,30,EV,402,770
2005,1,30,FL,67,477
2005,1,30,HA,1,125
2005,1,30,HP,7,528
2005,1,30,MQ,57,1362
2005,1,30,NW,13,1270
2005,1,30,OH,108,1052
2005,1,30,OO,34,1318
2005,1,30,TZ,7,163
2005,1,30,UA,22,1276
2005,1,30,US,19,1203
2005,1,30,WN,4,2660
2005,1,30,XE,5,924
2005,1,31,AA,21,1911
2005,1,31,AS,10,422
2005,1,31,B6,0,269
2005,1,31,CO,0,800
2005,1,31,DH,8,491
2005,1,31,DL,40,1974
2005,1,31,EV,138,815
2005,1,31,FL,13,476
2005,1,31,HA,2,123
2005,1,31,HP,4,525
2005,1,31,MQ,37,1474
2005,1,31,NW,3,1329
2005,1,31,OH,19,1076
2005,1,31,OO,18,1373
2005,1,31,TZ,2,171
2005,1,31,UA,16,1349
2005,1,31,US,9,1265
2005,1,31,WN,13,2908
2005,1,31,XE,9,1107
2005,2,1,AA,52,1924
2005,2,1,AS,9,426
2005,2,1,B6,0,269
2005,2,1,CO,0,705
2005,2,1,DH,3,377
2005,2,1,DL,52,1998
2005,2,1,EV,45,836
2005,2,1,FL,2,473
2005,2,1,HA,0,124
2005,2,1,HP,6,527
2005,2,1,MQ,34,1474
2005,2,1,NW,49,1317
2005,2,1,OH,9,1084
2005,2,1,OO,45,1368
2005,2,1,TZ,5,171
2005,2,1,UA,18,1349
2005,2,1,US,15,1248
2005,2,1,WN,16,2908
2005,2,1,XE,4,955
2005,2,2,AA,36,1922
2005,2,2,AS,8,421
2005,2,2,B6,0,270
2005,2,2,CO,3,711
2005,2,2,DH,7,388
2005,2,2,DL,121,1994
2005,2,2,EV,105,826
2005,2,2,FL,27,475
2005,2,2,HA,0,124
2005,2,2,HP,12,527
2005,2,2,MQ,9,1474
2005,2,2,NW,11,1317
2005,2,2,OH,35,1086
2005,2,2,OO,30,1365
2005,2,2,TZ,11,164
2005,2,2,UA,15,1349
2005,2,2,US,19,1240
2005,2,2,WN,26,2908
2005,2,2,XE,2,958
2005,2,3,AA,12,1924
2005,2,3,AS,17,428
2005,2,3,B6,0,274
2005,2,3,CO,1,809
2005,2,3,DH,1,410
2005,2,3,DL,63,1997
2005,2,3,EV,50,832
2005,2,3,FL,0,478
2005,2,3,HA,0,123
2005,2,3,HP,3,533
2005,2,3,MQ,33,1476
2005,2,3,NW,6,1327
2005,2,3,OH,25,1087
2005,2,3,OO,40,1376
2005,2,3,TZ,1,165
2005,2,3,UA,5,1349
2005,2,3,US,5,1262
2005,2,3,WN,22,2910
2005,2,3,XE,3,1095
2005,2,4,AA,14,1933
2005,2,4,AS,4,428
2005,2,4,B6,1,274
2005,2,4,CO,2,815
2005,2,4,DH,1,425
2005,2,4,DL,25,1995
2005,2,4,EV,16,834
2005,2,4,FL,0,487
2005,2,4,HA,0,134
2005,2,4,HP,5,537
2005,2,4,MQ,29,1475
2005,2,4,NW,8,1331
2005,2,4,OH,17,1085
2005,2,4,OO,15,1380
2005,2,4,TZ,0,153
2005,2,4,UA,4,1349
2005,2,4,US,9,1270
2005,2,4,WN,10,2929
2005,2,4,XE,1,1093
2005,2,5,AA,16,1695
2005,2,5,AS,10,412
2005,2,5,B6,0,271
2005,2,5,CO,2,615
2005,2,5,DH,6,400
2005,2,5,DL,9,1841
2005,2,5,EV,30,801
2005,2,5,FL,2,470
2005,2,5,HA,0,134
2005,2,5,HP,5,504
2005,2,5,MQ,4,1198
2005,2,5,NW,87,1176
2005,2,5,OH,33,1049
2005,2,5,OO,13,1212
2005,2,5,TZ,0,121
2005,2,5,UA,4,1213
2005,2,5,US,5,1020
2005,2,5,WN,4,2276
2005,2,5,XE,0,674
2005,2,6,AA,4,1847
2005,2,6,AS,4,412
2005,2,6,B6,0,271
2005,2,6,CO,1,738
2005,2,6,DH,0,409
2005,2,6,DL,21,1943
2005,2,6,EV,21,823
2005,2,6,FL,5,478
2005,2,6,HA,1,126
2005,2,6,HP,3,531
2005,2,6,MQ,14,1402
2005,2,6,NW,10,1261
2005,2,6,OH,11,1065
2005,2,6,OO,11,1324
2005,2,6,TZ,0,143
2005,2,6,UA,3,1274
2005,2,6,US,8,1252
2005,2,6,WN,4,2670
2005,2,6,XE,1,918
2005,2,7,AA,24,1926
2005,2,7,AS,7,422
2005,2,7,B6,0,274
2005,2,7,CO,1,823
2005,2,7,DH,1,422
2005,2,7,DL,14,1972
2005,2,7,EV,31,833
2005,2,7,FL,5,487
2005,2,7,HA,0,124
2005,2,7,HP,4,531
2005,2,7,MQ,61,1473
2005,2,7,NW,8,1336
2005,2,7,OH,37,1091
2005,2,7,OO,70,1366
2005,2,7,TZ,1,158
2005,2,7,UA,14,1349
2005,2,7,US,13,1372
2005,2,7,WN,17,2918
2005,2,7,XE,8,1095
2005,2,8,AA,22,1923
2005,2,8,AS,15,426
2005,2,8,B6,0,274
2005,2,8,CO,0,709
2005,2,8,DH,2,408
2005,2,8,DL,60,1992
2005,2,8,EV,47,828
2005,2,8,FL,5,470
2005,2,8,HA,0,124
2005,2,8,HP,0,525
2005,2,8,MQ,45,1473
2005,2,8,NW,9,1317
2005,2,8,OH,35,1085
2005,2,8,OO,41,1366
2005,2,8,TZ,0,154
2005,2,8,UA,11,1349
2005,2,8,US,14,1372
2005,2,8,WN,36,2918
2005,2,8,XE,3,950
2005,2,9,AA,17,1922
2005,2,9,AS,9,421
2005,2,9,B6,0,274
2005,2,9,CO,0,722
2005,2,9,DH,4,404
2005,2,9,DL,98,1990
2005,2,9,EV,46,823
2005,2,9,FL,10,491
2005,2,9,HA,0,124
2005,2,9,HP,3,527
2005,2,9,MQ,51,1476
2005,2,9,NW,15,1317
2005,2,9,OH,36,1090
2005,2,9,OO,17,1368
2005,2,9,TZ,0,148
2005,2,9,UA,7,1349
2005,2,9,US,13,1372
2005,2,9,WN,24,2918
2005,2,9,XE,7,955
2005,2,10,AA,10,1923
2005,2,10,AS,11,428
2005,2,10,B6,0,274
2005,2,10,CO,2,802
2005,2,10,DH,17,414
2005,2,10,DL,26,1999
2005,2,10,EV,18,822
2005,2,10,FL,1,493
2005,2,10,HA,0,123
2005,2,10,HP,2,533
2005,2,10,MQ,37,1475
2005,2,10,NW,7,1327
2005,2,10,OH,32,1093
2005,2,10,OO,7,1380
2005,2,10,TZ,0,154
2005,2,10,UA,6,1349
2005,2,10,US,11,1372
2005,2,10,WN,19,2920
2005,2,10,XE,0,1097
2005,2,11,AA,23,1927
2005,2,11,AS,9,428
2005,2,11,B6,0,280
2005,2,11,CO,1,801
2005,2,11,DH,8,425
2005,2,11,DL,17,1997
2005,2,11,EV,8,824
2005,2,11,FL,2,497
2005,2,11,HA,0,134
2005,2,11,HP,28,537
2005,2,11,MQ,35,1476
2005,2,11,NW,8,1328
2005,2,11,OH,44,1089
2005,2,11,OO,50,1376
2005,2,11,TZ,2,156
2005,2,11,UA,6,1349
2005,2,11,US,12,1374
2005,2,11,WN,16,2933
2005,2,11,XE,2,1097
2005,2,12,AA,13,1696
2005,2,12,AS,16,414
2005,2,12,B6,0,277
2005,2,12,CO,0,611
2005,2,12,DH,3,400
2005,2,12,DL,8,1839
2005,2,12,EV,9,790
2005,2,12,FL,0,484
2005,2,12,HA,0,134
2005,2,12,HP,9,505
2005,2,12,MQ,2,1198
2005,2,12,NW,5,1164
2005,2,12,OH,8,1046
2005,2,12,OO,16,1210
2005,2,12,TZ,0,121
2005,2,12,UA,3,1215
2005,2,12,US,5,1033
2005,2,12,WN,30,2280
2005,2,12,XE,0,672
2005,2,13,AA,44,1846
2005,2,13,AS,8,425
2005,2,13,B6,0,277
2005,2,13,CO,0,750
2005,2,13,DH,5,409
2005,2,13,DL,6,1945
2005,2,13,EV,20,817
2005,2,13,FL,2,494
2005,2,13,HA,0,126
2005,2,13,HP,4,530
2005,2,13,MQ,79,1402
2005,2,13,NW,6,1263
2005,2,13,OH,29,1062
2005,2,13,OO,34,1320
2005,2,13,TZ,1,143
2005,2,13,UA,10,1274
2005,2,13,US,1,1274
2005,2,13,WN,6,2674
2005,2,13,XE,4,921
2005,2,14,AA,18,1923
2005,2,14,AS,8,429
2005,2,14,B6,0,280
2005,2,14,CO,1,802
2005,2,14,DH,4,424
2005,2,14,DL,52,1999
2005,2,14,EV,152,808
2005,2,14,FL,9,493
2005,2,14,HA,0,124
2005,2,14,HP,8,531
2005,2,14,MQ,35,1475
2005,2,14,NW,11,1327
2005,2,14,OH,51,1089
2005,2,14,OO,18,1377
2005,2,14,TZ,4,156
2005,2,14,UA,8,1346
2005,2,14,US,20,1366
2005,2,14,WN,21,2922
2005,2,14,XE,2,1104
2005,2,15,AA,19,1922
2005,2,15,AS,6,433
2005,2,15,B6,0,280
2005,2,15,CO,3,714
2005,2,15,DH,8,414
2005,2,15,DL,38,1996
2005,2,15,EV,245,807
2005,2,15,FL,23,492
2005,2,15,HA,0,123
2005,2,15,HP,4,527
2005,2,15,MQ,24,1473
2005,2,15,NW,7,1318
2005,2,15,OH,32,1091
2005,2,15,OO,33,1427
2005,2,15,TZ,0,154
2005,2,15,UA,9,1345
2005,2,15,US,22,1366
2005,2,15,WN,19,2922
2005,2,15,XE,1,947
2005,2,16,AA,13,1922
2005,2,16,AS,12,430
2005,2,16,B6,0,280
2005,2,16,CO,2,774
2005,2,16,DH,1,408
2005,2,16,DL,40,1992
2005,2,16,EV,46,805
2005,2,16,FL,1,492
2005,2,16,HA,0,124
2005,2,16,HP,6,527
2005,2,16,MQ,44,1476
2005,2,16,NW,7,1419
2005,2,16,OH,28,1091
2005,2,16,OO,12,1437
2005,2,16,TZ,3,148
2005,2,16,UA,6,1348
2005,2,16,US,14,1364
2005,2,16,WN,33,2922
2005,2,16,XE,2,1043
2005,2,17,AA,1,1926
2005,2,17,AS,4,439
2005,2,17,B6,0,281
2005,2,17,CO,0,860
2005,2,17,DH,0,429
2005,2,17,DL,4,2001
2005,2,17,EV,13,805
2005,2,17,FL,0,498
2005,2,17,HA,0,123
2005,2,17,HP,2,533
2005,2,17,MQ,26,1475
2005,2,17,NW,4,1455
2005,2,17,OH,22,1092
2005,2,17,OO,27,1437
2005,2,17,TZ,0,154
2005,2,17,UA,6,1348
2005,2,17,US,10,1365
2005,2,17,WN,7,2924
2005,2,17,XE,0,1154
